Paradigm,Order,Class,Lemma,Stem,Head,Subject,Object,Mode,Negation,Form1Surface,Form1Split,Form1Source,Form2Surface,Form2Split,Form2Source,Form3Surface,Form3Split,Form3Source
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,ExclSubj,0SgObj,Dub,Pos,adaawewaangen,<<adaawe>>waangen,JDN-2010-MS-VTI-p35,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,ExclSubj,0SgObj,DubPrt,Neg,adaawesiiwaangibanen,<<adaawe>>siiwaangibanen,JDN-2010-MS-VTI-p40,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,ExclSubj,0SgObj,DubPrt,Pos,adaawewaangibanen,<<adaawe>>waangibanen,JDN-2010-MS-VTI-p39,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,ExclSubj,0SgObj,Neu,Neg,adaawesiwaang,<<adaawe>>siwaang,JDN-2010-MS-VTI-p28,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,ExclSubj,0SgObj,Neu,Pos,adaaweyaang,<<adaawe>>yaang,JDN-2010-MS-VTI-p27,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,ExclSubj,0SgObj,Prt,Neg,adaawesiwaangiban,<<adaawe>>siwaangiban,JDN-2010-MS-VTI-p32,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,ExclSubj,0SgObj,Prt,Pos,adaaweyaangiban,<<adaawe>>yaangiban,JDN-2010-MS-VTI-p31,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,InclSubj,0SgObj,Dub,Neg,adaawesiiwangen,<<adaawe>>siiwangen,JDN-2010-MS-VTI-p36,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,InclSubj,0SgObj,Dub,Pos,adaawewangen,<<adaawe>>wangen,JDN-2010-MS-VTI-p35,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,InclSubj,0SgObj,DubPrt,Neg,adaawesiiwangibanen,<<adaawe>>siiwangibanen,JDN-2010-MS-VTI-p40,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,InclSubj,0SgObj,DubPrt,Pos,adaawewangibanen,<<adaawe>>wangibanen,JDN-2010-MS-VTI-p39,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,InclSubj,0SgObj,Neu,Neg,adaawesiwang,<<adaawe>>siwang,JDN-2010-MS-VTI-p28,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,InclSubj,0SgObj,Neu,Pos,adaaweyang,<<adaawe>>yang,JDN-2010-MS-VTI-p27,adaaweying,<<adaawe>>ying,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,InclSubj,0SgObj,Prt,Neg,adaawesiwangiban,<<adaawe>>siwangiban,JDN-2010-MS-VTI-p32,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,InclSubj,0SgObj,Prt,Pos,adaaweyangoban,<<adaawe>>yangoban,GUESS,adaaweyangiban,<<adaawe>>yangiban,JDN-2010-MS-VTI-p31,adaaweyingoban,<<adaawe>>yingoban,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,XSubj,0SgObj,Dub,Neg,adaawesiiwiingen,<<adaawe>>siiwiingen,JDN-2010-MS-VTI-p36,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,XSubj,0SgObj,Dub,Pos,adaawewiingen,<<adaawe>>wiingen,JDN-2010-MS-VTI-p35,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,XSubj,0SgObj,DubPrt,Neg,adaawesiiwiingibanen,<<adaawe>>siiwiingibanen,JDN-2010-MS-VTI-p40,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,XSubj,0SgObj,DubPrt,Pos,adaawewiingibanen,<<adaawe>>wiingibanen,JDN-2010-MS-VTI-p39,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,XSubj,0SgObj,Neu,Neg,adaawesing,<<adaawe>>sing,JDN-2010-MS-VTI-p28,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,XSubj,0SgObj,Neu,Pos,adaaweng,<<adaawe>>ng,JDN-2010-MS-VTI-p27,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,XSubj,0SgObj,Prt,Neg,adaawesingiban,<<adaawe>>singiban,JDN-2010-MS-VTI-p32,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,XSubj,0SgObj,Prt,Pos,adaawengiban,<<adaawe>>ngiban,JDN-2010-MS-VTI-p31,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,1SgSubj,NONE,Dub,Neg,adaawesiiwaanen,<<adaawe>>siiwaanen,JDN-2010-MS-VAI-p32,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,1SgSubj,NONE,Dub,Pos,adaawewaanen,<<adaawe>>waanen,JDN-2010-MS-VAI-p31,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,1SgSubj,NONE,DubPrt,Neg,adaawesiiwaambaanen,<<adaawe>>siiwaambaanen,JDN-2010-MS-VAI-p36,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,1SgSubj,NONE,DubPrt,Pos,adaawewaambaanen,<<adaawe>>waambaanen,JDN-2010-MS-VAI-p35,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,1SgSubj,NONE,Neu,Neg,adaawesiwaan,<<adaawe>>siwaan,JDN-2010-MS-VAI-p24,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,1SgSubj,NONE,Neu,Pos,adaaweyaan,<<adaawe>>yaan,JDN-2010-MS-VAI-p23,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,1SgSubj,NONE,Prt,Neg,adaawesiwaambaan,<<adaawe>>siwaambaan,JDN-2010-MS-VAI-p28,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,1SgSubj,NONE,Prt,Pos,adaaweyaambaan,<<adaawe>>yaambaan,JDN-2010-MS-VAI-p27,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2PlSubj,NONE,Dub,Neg,adaawesiiwegwen,<<adaawe>>siiwegwen,JDN-2010-MS-VAI-p32,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2PlSubj,NONE,Dub,Pos,adaawewegwen,<<adaawe>>wegwen,JDN-2010-MS-VAI-p31,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2PlSubj,NONE,DubPrt,Neg,adaawesiiwegibanen,<<adaawe>>siiwegibanen,JDN-2010-MS-VAI-p36,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2PlSubj,NONE,DubPrt,Pos,adaawewegibanen,<<adaawe>>wegibanen,JDN-2010-MS-VAI-p35,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2PlSubj,NONE,Neu,Neg,adaawesiweg,<<adaawe>>siweg,JDN-2010-MS-VAI-p24,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2PlSubj,NONE,Neu,Pos,adaaweyeg,<<adaawe>>yeg,JDN-2010-MS-VAI-p23,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2PlSubj,NONE,Prt,Neg,adaawesiwegiban,<<adaawe>>siwegiban,JDN-2010-MS-VAI-p28,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2PlSubj,NONE,Prt,Pos,adaaweyegoban,<<adaawe>>yegoban,NJ-ngs-2023Aug18,adaaweyegiban,<<adaawe>>yegiban,JDN-2010-MS-VAI-p27,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2SgSubj,NONE,Dub,Neg,adaawesiiwanen,<<adaawe>>siiwanen,JDN-2010-MS-VAI-p32,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2SgSubj,NONE,Dub,Pos,adaawewanen,<<adaawe>>wanen,JDN-2010-MS-VAI-p31,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2SgSubj,NONE,DubPrt,Neg,adaawesiiwambanen,<<adaawe>>siiwambanen,JDN-2010-MS-VAI-p36,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2SgSubj,NONE,DubPrt,Pos,adaawewambanen,<<adaawe>>wambanen,JDN-2010-MS-VAI-p35,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2SgSubj,NONE,Neu,Neg,adaawesiwan,<<adaawe>>siwan,JDN-2010-MS-VAI-p24,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2SgSubj,NONE,Neu,Pos,adaaweyan,<<adaawe>>yan,JDN-2010-MS-VAI-p23,adaaweyin,<<adaawe>>yin,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2SgSubj,NONE,Prt,Neg,adaawesiwamban,<<adaawe>>siwamban,JDN-2010-MS-VAI-p28,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2SgSubj,NONE,Prt,Pos,adaaweyamban,<<adaawe>>yamban,JDN-2010-MS-VAI-p27,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlObvSubj,NONE,Dub,Neg,adaawesiinigwen,<<adaawe>>siinigwen,JDN-2010-MS-VAI-p32,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlObvSubj,NONE,Dub,Pos,adaawenigwen,<<adaawe>>nigwen,JDN-2010-MS-VAI-p31,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlObvSubj,NONE,DubPrt,Neg,adaawesiinigobanen,<<adaawe>>siinigobanen,JDN-2010-MS-VAI-p36,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlObvSubj,NONE,DubPrt,Pos,adaawenigobanen,<<adaawe>>nigobanen,JDN-2010-MS-VAI-p35,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlObvSubj,NONE,Neu,Neg,adaawesinid,<<adaawe>>sinid,NJ-ngs-2023Aug18,adaawesinig,<<adaawe>>sinig,JDN-2010-MS-VAI-p24,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlObvSubj,NONE,Neu,Pos,adaawenid,<<adaawe>>nid,JDN-2010-MS-VAI-p23,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlObvSubj,NONE,Prt,Neg,adaawesinigoban,<<adaawe>>sinigoban,JDN-2010-MS-VAI-p28,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlObvSubj,NONE,Prt,Pos,adaawenipan,<<adaawe>>nipan,JDN-2010-MS-VAI-p27,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlProxSubj,NONE,Dub,Neg,adaawesiiwaagwen,<<adaawe>>siiwaagwen,JDN-2010-MS-VAI-p32,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlProxSubj,NONE,Dub,Pos,adaawewaagwen,<<adaawe>>waagwen,JDN-2010-MS-VAI-p31,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlProxSubj,NONE,DubPrt,Neg,adaawesiiwaagobanen,<<adaawe>>siiwaagobanen,JDN-2010-MS-VAI-p36,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlProxSubj,NONE,DubPrt,Pos,adaawewaagobanen,<<adaawe>>waagobanen,JDN-2010-MS-VAI-p35,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlProxSubj,NONE,Neu,Neg,adaawesigwaa,<<adaawe>>sigwaa,JDN-2010-MS-VAI-p24,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlProxSubj,NONE,Neu,Pos,adaawewaad,<<adaawe>>waad,JDN-2010-MS-VAI-p23,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlProxSubj,NONE,Prt,Neg,adaawesigwaaban,<<adaawe>>sigwaaban,JDN-2010-MS-VAI-p28,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlProxSubj,NONE,Prt,Pos,adaawewaapan,<<adaawe>>waapan,JDN-2010-MS-VAI-p27,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgObvSubj,NONE,Dub,Neg,adaawesiinigwen,<<adaawe>>siinigwen,JDN-2010-MS-VAI-p32,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgObvSubj,NONE,Dub,Pos,adaawenigwen,<<adaawe>>nigwen,JDN-2010-MS-VAI-p31,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgObvSubj,NONE,DubPrt,Neg,adaawesiinigobanen,<<adaawe>>siinigobanen,JDN-2010-MS-VAI-p36,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgObvSubj,NONE,DubPrt,Pos,adaawenigobanen,<<adaawe>>nigobanen,JDN-2010-MS-VAI-p35,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgObvSubj,NONE,Neu,Neg,adaawesinid,<<adaawe>>sinid,NJ-ngs-2023Aug18,adaawesinig,<<adaawe>>sinig,JDN-2010-MS-VAI-p24,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgObvSubj,NONE,Neu,Pos,adaawenid,<<adaawe>>nid,JDN-2010-MS-VAI-p23,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgObvSubj,NONE,Prt,Neg,adaawesinigoban,<<adaawe>>sinigoban,JDN-2010-MS-VAI-p28,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgObvSubj,NONE,Prt,Pos,adaawenipan,<<adaawe>>nipan,JDN-2010-MS-VAI-p27,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgProxSubj,NONE,Dub,Neg,adaawesiigwen,<<adaawe>>siigwen,JDN-2010-MS-VAI-p32,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgProxSubj,NONE,Dub,Pos,adaawegwen,<<adaawe>>gwen,JDN-2010-MS-VAI-p31,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgProxSubj,NONE,DubPrt,Neg,adaawesiigobanen,<<adaawe>>siigobanen,JDN-2010-MS-VAI-p36,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgProxSubj,NONE,DubPrt,Pos,adaawegobanen,<<adaawe>>gobanen,JDN-2010-MS-VAI-p35,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgProxSubj,NONE,Neu,Neg,adaawesig,<<adaawe>>sig,JDN-2010-MS-VAI-p24,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgProxSubj,NONE,Neu,Pos,adaawed,<<adaawe>>d,JDN-2010-MS-VAI-p23,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgProxSubj,NONE,Prt,Neg,adaawesigoban,<<adaawe>>sigoban,JDN-2010-MS-VAI-p28,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3SgProxSubj,NONE,Prt,Pos,adaawepan,<<adaawe>>pan,JDN-2010-MS-VAI-p27,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,ExclSubj,NONE,Dub,Neg,adaawesiiwaangen,<<adaawe>>siiwaangen,JDN-2010-MS-VAI-p32,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,ExclSubj,NONE,Dub,Pos,adaawewaangen,<<adaawe>>waangen,JDN-2010-MS-VAI-p31,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,ExclSubj,NONE,DubPrt,Neg,adaawesiiwaangibanen,<<adaawe>>siiwaangibanen,JDN-2010-MS-VAI-p36,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,ExclSubj,NONE,DubPrt,Pos,adaawewaangibanen,<<adaawe>>waangibanen,JDN-2010-MS-VAI-p35,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,ExclSubj,NONE,Neu,Neg,adaawesiwaang,<<adaawe>>siwaang,JDN-2010-MS-VAI-p24,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,ExclSubj,NONE,Neu,Pos,adaaweyaang,<<adaawe>>yaang,JDN-2010-MS-VAI-p23,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,ExclSubj,NONE,Prt,Neg,adaawesiwaangiban,<<adaawe>>siwaangiban,JDN-2010-MS-VAI-p28,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,ExclSubj,NONE,Prt,Pos,adaaweyaangiban,<<adaawe>>yaangiban,JDN-2010-MS-VAI-p27,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,InclSubj,NONE,Dub,Neg,adaawesiiwangen,<<adaawe>>siiwangen,JDN-2010-MS-VAI-p32,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,InclSubj,NONE,Dub,Pos,adaawewangen,<<adaawe>>wangen,JDN-2010-MS-VAI-p31,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,InclSubj,NONE,DubPrt,Neg,adaawesiiwangibanen,<<adaawe>>siiwangibanen,JDN-2010-MS-VAI-p36,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,InclSubj,NONE,DubPrt,Pos,adaawewangibanen,<<adaawe>>wangibanen,JDN-2010-MS-VAI-p35,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,InclSubj,NONE,Neu,Neg,adaawesiwang,<<adaawe>>siwang,JDN-2010-MS-VAI-p24,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,InclSubj,NONE,Neu,Pos,adaaweyang,<<adaawe>>yang,JDN-2010-MS-VAI-p23,adaaweying,<<adaawe>>ying,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,InclSubj,NONE,Prt,Neg,adaawesiwangiban,<<adaawe>>siwangiban,JDN-2010-MS-VAI-p28,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,InclSubj,NONE,Prt,Pos,adaaweyangoban,<<adaawe>>yangoban,NJ-ngs-2023Aug18,adaaweyangiban,<<adaawe>>yangiban,JDN-2010-MS-VAI-p27,adaaweyingoban,<<adaawe>>yingoban,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,XSubj,NONE,Dub,Neg,adaawesiiwiingen,<<adaawe>>siiwiingen,JDN-2010-MS-VAI-p32,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,XSubj,NONE,Dub,Pos,adaawewiingen,<<adaawe>>wiingen,JDN-2010-MS-VAI-p31,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,XSubj,NONE,DubPrt,Neg,adaawesiiwiingibanen,<<adaawe>>siiwiingibanen,JDN-2010-MS-VAI-p36,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,XSubj,NONE,DubPrt,Pos,adaawewiingibanen,<<adaawe>>wiingibanen,JDN-2010-MS-VAI-p35,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,XSubj,NONE,Neu,Neg,adaawesing,<<adaawe>>sing,JDN-2010-MS-VAI-p24,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,XSubj,NONE,Neu,Pos,adaaweng,<<adaawe>>ng,JDN-2010-MS-VAI-p23,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,XSubj,NONE,Prt,Neg,adaawesingiban,<<adaawe>>singiban,JDN-2010-MS-VAI-p28,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,XSubj,NONE,Prt,Pos,adaawengiban,<<adaawe>>ngiban,JDN-2010-MS-VAI-p27,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,1SgSubj,3SgProxObj,Dub,Neg,adaawesiiwaanen,<<adaawe>>siiwaanen,JDN-2010-MS-VTI-p36,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,1SgSubj,3SgProxObj,Dub,Pos,adaawewaanen,<<adaawe>>waanen,JDN-2010-MS-VTI-p35,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,1SgSubj,3SgProxObj,DubPrt,Neg,adaawesiiwaambaanen,<<adaawe>>siiwaambaanen,JDN-2010-MS-VTI-p40,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,1SgSubj,3SgProxObj,DubPrt,Pos,adaawewaambaanen,<<adaawe>>waambaanen,JDN-2010-MS-VTI-p39,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,1SgSubj,3SgProxObj,Neu,Neg,adaawesiwaan,<<adaawe>>siwaan,JDN-2010-MS-VTI-p28,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,1SgSubj,3SgProxObj,Neu,Pos,adaaweyaan,<<adaawe>>yaan,JDN-2010-MS-VTI-p27,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,1SgSubj,3SgProxObj,Prt,Neg,adaawesiwaambaan,<<adaawe>>siwaambaan,JDN-2010-MS-VTI-p32,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,1SgSubj,3SgProxObj,Prt,Pos,adaaweyaambaan,<<adaawe>>yaambaan,JDN-2010-MS-VTI-p31,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2PlSubj,3SgProxObj,Dub,Neg,adaawesiiwegwen,<<adaawe>>siiwegwen,JDN-2010-MS-VTI-p36,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2PlSubj,3SgProxObj,Dub,Pos,adaawewegwen,<<adaawe>>wegwen,JDN-2010-MS-VTI-p35,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2PlSubj,3SgProxObj,DubPrt,Neg,adaawesiiwegobanen,<<adaawe>>siiwegobanen,JDN-2010-MS-VTI-p40,adaawesiiwegibanen,<<adaawe>>siiwegibanen,JDN-2010-MS-VTI-p40,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2PlSubj,3SgProxObj,DubPrt,Pos,adaawewegobanen,<<adaawe>>wegobanen,JDN-2010-MS-VTI-p39,adaawewegibanen,<<adaawe>>wegibanen,JDN-2010-MS-VTI-p39,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2PlSubj,3SgProxObj,Neu,Neg,adaawesiweg,<<adaawe>>siweg,JDN-2010-MS-VTI-p28,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2PlSubj,3SgProxObj,Neu,Pos,adaaweyeg,<<adaawe>>yeg,JDN-2010-MS-VTI-p27,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2PlSubj,3SgProxObj,Prt,Neg,adaawesiwegoban,<<adaawe>>siwegoban,JDN-2010-MS-VTI-p32,adaawesiwegiban,<<adaawe>>siwegiban,JDN-2010-MS-VTI-p32,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2PlSubj,3SgProxObj,Prt,Pos,adaaweyegoban,<<adaawe>>yegoban,JDN-2010-MS-VTI-p31,adaaweyegiban,<<adaawe>>yegiban,JDN-2010-MS-VTI-p31,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2SgSubj,3SgProxObj,Dub,Neg,adaawesiiwanen,<<adaawe>>siiwanen,JDN-2010-MS-VTI-p36,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2SgSubj,3SgProxObj,Dub,Pos,adaawewanen,<<adaawe>>wanen,JDN-2010-MS-VTI-p35,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2SgSubj,3SgProxObj,DubPrt,Neg,adaawesiiwambanen,<<adaawe>>siiwambanen,JDN-2010-MS-VTI-p40,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2SgSubj,3SgProxObj,DubPrt,Pos,adaawewambanen,<<adaawe>>wambanen,JDN-2010-MS-VTI-p39,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2SgSubj,3SgProxObj,Neu,Neg,adaawesiwan,<<adaawe>>siwan,JDN-2010-MS-VTI-p28,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2SgSubj,3SgProxObj,Neu,Pos,adaaweyan,<<adaawe>>yan,JDN-2010-MS-VTI-p27,adaaweyin,<<adaawe>>yin,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2SgSubj,3SgProxObj,Prt,Neg,adaawesiwamban,<<adaawe>>siwamban,JDN-2010-MS-VTI-p32,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,2SgSubj,3SgProxObj,Prt,Pos,adaaweyamban,<<adaawe>>yamban,JDN-2010-MS-VTI-p31,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlObvSubj,3SgProxObj,Dub,Neg,adaawesiinigwen,<<adaawe>>siinigwen,JDN-2010-MS-VTI-p36,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlObvSubj,3SgProxObj,Dub,Pos,adaawenigwen,<<adaawe>>nigwen,JDN-2010-MS-VTI-p35,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlObvSubj,3SgProxObj,DubPrt,Neg,adaawesiinigobanen,<<adaawe>>siinigobanen,JDN-2010-MS-VTI-p40,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlObvSubj,3SgProxObj,DubPrt,Pos,adaawenigobanen,<<adaawe>>nigobanen,JDN-2010-MS-VTI-p39,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlObvSubj,3SgProxObj,Neu,Neg,adaawesinid,<<adaawe>>sinid,GUESS,adaawesinig,<<adaawe>>sinig,JDN-2010-MS-VTI-p28,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlObvSubj,3SgProxObj,Neu,Pos,adaawenid,<<adaawe>>nid,JDN-2010-MS-VTI-p27,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlObvSubj,3SgProxObj,Prt,Neg,adaawesinigoban,<<adaawe>>sinigoban,JDN-2010-MS-VTI-p32,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlObvSubj,3SgProxObj,Prt,Pos,adaawenipan,<<adaawe>>nipan,JDN-2010-MS-VTI-p31,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlProxSubj,3SgObvObj,Dub,Neg,adaawesiiwaagwen,<<adaawe>>siiwaagwen,JDN-2010-MS-VTI-p36,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlProxSubj,3SgObvObj,Dub,Pos,adaawewaagwen,<<adaawe>>waagwen,JDN-2010-MS-VTI-p35,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlProxSubj,3SgObvObj,DubPrt,Neg,adaawesiiwaagobanen,<<adaawe>>siiwaagobanen,JDN-2010-MS-VTI-p40,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlProxSubj,3SgObvObj,DubPrt,Pos,adaawewaagobanen,<<adaawe>>waagobanen,JDN-2010-MS-VTI-p39,,,,,,
VAIO,Cnj,VAIO,adaawen,adaawe,NONE,3PlProxSubj,3SgObvObj,Neu,Neg,adaawesigwaa,<<adaawe>>sigwaa,JDN-2010-MS-VTI-p28,,,,,,
